frequency;V(OUTBP) (gain);
26791,7;-17,1408;
26853,4;-17,1143;
26915,3;-17,0878;
26977,4;-17,0613;
27039,6;-17,0347;
27101,9;-17,0081;
27164,4;-16,9814;
27227;-16,9547;
27289,8;-16,928;
27352,7;-16,9012;
27415,7;-16,8744;
27478,9;-16,8476;
27542,3;-16,8207;
27605,8;-16,7938;
27669,4;-16,7669;
27733,2;-16,7399;
27797,1;-16,7129;
27861,2;-16,6858;
27925,4;-16,6587;
27989,8;-16,6316;
28054,3;-16,6044;
28119;-16,5772;
28183,8;-16,5499;
28248,8;-16,5226;
28313,9;-16,4953;
28379,2;-16,4679;
28444,6;-16,4405;
28510,2;-16,413;
28575,9;-16,3855;
28641,8;-16,358;
28707,8;-16,3304;
28774;-16,3028;
28840,3;-16,2751;
28906,8;-16,2474;
28973,4;-16,2197;
29040,2;-16,1919;
29107,2;-16,1641;
29174,3;-16,1362;
29241,5;-16,1083;
29308,9;-16,0803;
29376,5;-16,0523;
29444,2;-16,0242;
29512,1;-15,9961;
29580,1;-15,968;
29648,3;-15,9398;
29716,7;-15,9116;
29785,2;-15,8833;
29853,8;-15,855;
29922,6;-15,8266;
29991,6;-15,7982;
30060,8;-15,7697;
30130,1;-15,7412;
30199,5;-15,7127;
30269,1;-15,684;
30338,9;-15,6554;
30408,9;-15,6267;
30478,9;-15,5979;
30549,2;-15,5691;
30619,6;-15,5403;
30690,2;-15,5114;
30761;-15,4824;
30831,9;-15,4534;
30903;-15,4244;
30974,2;-15,3953;
31045,6;-15,3661;
31117,2;-15,3369;
31188,9;-15,3076;
31260,8;-15,2783;
31332,9;-15,249;
31405,1;-15,2195;
31477,5;-15,1901;
31550;-15,1605;
31622,8;-15,131;
31695,7;-15,1013;
31768,7;-15,0716;
31842;-15,0419;
31915,4;-15,0121;
31989;-14,9822;
32062,7;-14,9523;
32136,6;-14,9223;
32210,7;-14,8923;
32284,9;-14,8622;
32359,4;-14,8321;
32434;-14,8019;
32508,7;-14,7716;
32583,7;-14,7413;
32658,8;-14,7109;
32734,1;-14,6804;
32809,5;-14,6499;
32885,2;-14,6194;
32961;-14,5887;
33037;-14,558;
33113,1;-14,5273;
33189,4;-14,4965;
33266;-14,4656;
33342,6;-14,4346;
33419,5;-14,4036;
33496,5;-14,3726;
33573,8;-14,3414;
33651,2;-14,3102;
33728,7;-14,279;
33806,5;-14,2476;
33884,4;-14,2162;
33962,5;-14,1847;
34040,8;-14,1532;
34119,3;-14,1216;
34197,9;-14,0899;
34276,8;-14,0582;
34355,8;-14,0264;
34435;-13,9945;
34514,4;-13,9625;
34593,9;-13,9305;
34673,7;-13,8984;
34753,6;-13,8662;
34833,7;-13,8339;
34914;-13,8016;
34994,5;-13,7692;
35075,2;-13,7368;
35156;-13,7042;
35237,1;-13,6716;
35318,3;-13,6389;
35399,7;-13,6061;
35481,3;-13,5733;
35563,1;-13,5403;
35645,1;-13,5073;
35727,3;-13,4742;
35809,6;-13,441;
35892,2;-13,4078;
35974,9;-13,3745;
36057,9;-13,341;
36141;-13,3075;
36224,3;-13,274;
36307,8;-13,2403;
36391,5;-13,2065;
36475,4;-13,1727;
36559,5;-13,1388;
36643,8;-13,1048;
36728,2;-13,0707;
36812,9;-13,0365;
36897,8;-13,0022;
36982,8;-12,9679;
37068,1;-12,9334;
37153,5;-12,8989;
37239,2;-12,8642;
37325;-12,8295;
37411,1;-12,7947;
37497,3;-12,7598;
37583,7;-12,7248;
37670,4;-12,6896;
37757,2;-12,6544;
37844,3;-12,6192;
37931,5;-12,5838;
38018,9;-12,5483;
38106,6;-12,5127;
38194,4;-12,477;
38282,5;-12,4412;
38370,7;-12,4053;
38459,2;-12,3693;
38547,8;-12,3332;
38636,7;-12,297;
38725,8;-12,2607;
38815;-12,2243;
38904,5;-12,1877;
38994,2;-12,1511;
39084,1;-12,1144;
39174,2;-12,0775;
39264,5;-12,0406;
39355;-12,0035;
39445,7;-11,9663;
39536,7;-11,929;
39627,8;-11,8916;
39719,2;-11,8541;
39810,7;-11,8164;
39902,5;-11,7787;
39994,5;-11,7408;
40086,7;-11,7028;
40179,1;-11,6647;
40271,7;-11,6265;
40364,5;-11,5881;
40457,6;-11,5496;
40550,9;-11,511;
40644,3;-11,4723;
40738;-11,4334;
40831,9;-11,3944;
40926,1;-11,3553;
41020,4;-11,316;
41115;-11,2767;
41209,8;-11,2371;
41304,8;-11,1975;
41400;-11,1577;
41495,4;-11,1178;
41591,1;-11,0777;
41686,9;-11,0375;
41783;-10,9972;
41879,4;-10,9567;
41975,9;-10,9161;
42072,7;-10,8753;
42169,7;-10,8344;
42266,9;-10,7934;
42364,3;-10,7522;
42462;-10,7108;
42559,8;-10,6693;
42658;-10,6276;
42756,3;-10,5858;
42854,9;-10,5439;
42953,6;-10,5017;
43052,7;-10,4594;
43151,9;-10,417;
43251,4;-10,3744;
43351,1;-10,3316;
43451;-10,2887;
43551,2;-10,2456;
43651,6;-10,2023;
43752,2;-10,1589;
43853,1;-10,1153;
43954,2;-10,0715;
44055,5;-10,0275;
44157;-9,98338;
44258,8;-9,93906;
44360,9;-9,89457;
44463,1;-9,84989;
44565,6;-9,80503;
44668,4;-9,75998;
44771,3;-9,71475;
44874,5;-9,66932;
44978;-9,6237;
45081,7;-9,57789;
45185,6;-9,53189;
45289,8;-9,48568;
45394,2;-9,43928;
45498,8;-9,39267;
45603,7;-9,34586;
45708,8;-9,29884;
45814,2;-9,25161;
45919,8;-9,20417;
46025,7;-9,15652;
46131,8;-9,10865;
46238,1;-9,06057;
46344,7;-9,01226;
46451,5;-8,96373;
46558,6;-8,91498;
46665,9;-8,866;
46773,5;-8,81678;
46881,3;-8,76734;
46989,4;-8,71766;
47097,7;-8,66774;
47206,3;-8,61757;
47315,1;-8,56717;
47424,2;-8,51652;
47533,5;-8,46561;
47643,1;-8,41446;
47752,9;-8,36305;
47863;-8,31138;
47973,3;-8,25945;
48083,9;-8,20725;
48194,8;-8,15479;
48305,9;-8,10206;
48417,2;-8,04905;
48528,9;-7,99576;
48640,7;-7,94219;
48752,8;-7,88834;
48865,2;-7,8342;
48977,9;-7,77976;
49090,8;-7,72504;
49204;-7,67001;
49317,4;-7,61468;
49431,1;-7,55904;
49545;-7,50309;
49659,2;-7,44683;
49773,7;-7,39025;
49888,4;-7,33335;
50003,5;-7,27611;
50118,7;-7,21855;
50234,3;-7,16065;
50350,1;-7,10241;
50466,1;-7,04383;
50582,5;-6,9849;
50699,1;-6,92561;
50815,9;-6,86597;
50933,1;-6,80596;
51050,5;-6,74558;
51168,2;-6,68482;
51286,1;-6,62369;
51404,4;-6,56218;
51522,9;-6,50027;
51641,6;-6,43797;
51760,7;-6,37527;
51880;-6,31216;
51999,6;-6,24864;
52119,5;-6,1847;
52239,6;-6,12033;
52360;-6,05554;
52480,7;-5,9903;
52601,7;-5,92462;
52723;-5,8585;
52844,5;-5,79191;
52966,3;-5,72486;
53088,4;-5,65734;
53210,8;-5,58934;
53333,5;-5,52085;
53456,4;-5,45187;
53579,7;-5,38239;
53703,2;-5,3124;
53827;-5,24189;
53951,1;-5,17085;
54075,4;-5,09928;
54200,1;-5,02717;
54325;-4,9545;
54450,3;-4,88128;
54575,8;-4,80748;
54701,6;-4,7331;
54827,7;-4,65813;
54954,1;-4,58256;
55080,8;-4,50638;
55207,7;-4,42958;
55335;-4,35215;
55462,6;-4,27407;
55590,4;-4,19534;
55718,6;-4,11594;
55847;-4,03587;
55975,8;-3,9551;
56104,8;-3,87363;
56234,1;-3,79144;
56363,8;-3,70853;
56493,7;-3,62487;
56623,9;-3,54045;
56754,5;-3,45526;
56885,3;-3,36928;
57016,4;-3,2825;
57147,9;-3,1949;
57279,6;-3,10647;
57411,6;-3,01719;
57544;-2,92703;
57676,6;-2,836;
57809,6;-2,74405;
57942,9;-2,65119;
58076,4;-2,55738;
58210,3;-2,46261;
58344,5;-2,36685;
58479;-2,2701;
58613,8;-2,17231;
58748,9;-2,07348;
58884,4;-1,97357;
59020,1;-1,87257;
59156,2;-1,77045;
59292,5;-1,66718;
59429,2;-1,56274;
59566,2;-1,4571;
59703,5;-1,35022;
59841,2;-1,24209;
59979,1;-1,13267;
60117,4;-1,02193;
60256;-0,909842;
60394,9;-0,796363;
60534,1;-0,681462;
60673,6;-0,565103;
60813,5;-0,447248;
60953,7;-0,327858;
61094,2;-0,206893;
61235;-0,0843109;
61376,2;0,0399329;
61517,7;0,165883;
61659,5;0,293588;
61801,6;0,423096;
61944,1;0,554458;
62086,9;0,687728;
62230;0,822962;
62373,5;0,960217;
62517,3;1,09955;
62661,4;1,24103;
62805,8;1,38472;
62950,6;1,53069;
63095,7;1,67901;
63241,2;1,82976;
63387;1,983;
63533,1;2,13884;
63679,6;2,29734;
63826,3;2,4586;
63973,5;2,62272;
64121;2,78979;
64268,8;2,95991;
64416,9;3,1332;
64565,4;3,30976;
64714,3;3,48971;
64863,4;3,67319;
65013;3,86031;
65162,8;4,05122;
65313,1;4,24606;
65463,6;4,44499;
65614,5;4,64815;
65765,8;4,85572;
65917,4;5,06787;
66069,3;5,28479;
66221,7;5,50666;
66374,3;5,73369;
66527,3;5,96609;
66680,7;6,20407;
66834,4;6,44786;
66988,5;6,69769;
67142,9;6,95382;
67297,7;7,21649;
67452,8;7,48594;
67608,3;7,76245;
67764,2;8,04626;
67920,4;8,33763;
68076,9;8,63679;
68233,9;8,94397;
68391,2;9,25936;
68548,8;9,5831;
68706,8;9,91528;
68865,2;10,2559;
69024;10,6049;
69183,1;10,9619;
69342,6;11,3265;
69502,4;11,698;
69662,7;12,0753;
69823,2;12,4568;
69984,2;12,8405;
70145,5;13,2237;
70307,2;13,6027;
70469,3;13,9732;
70631,8;14,3294;
70794,6;14,6649;
70957,8;14,9718;
71121,4;15,242;
71285,3;15,4666;
71449,6;15,6375;
71614,3;15,7478;
71779,4;15,7926;
71944,9;15,7698;
72110,7;15,6805;
72277;15,5288;
72443,6;15,3208;
72610,6;15,0647;
72778;14,7688;
72945,8;14,4419;
73113,9;14,0917;
73282,5;13,7253;
73451,4;13,3486;
73620,7;12,9664;
73790,4;12,5826;
73960,5;12,2002;
74131;11,8215;
74301,9;11,4481;
74473,2;11,0812;
74644,9;10,7218;
74817;10,3702;
74989,4;10,027;
75162,3;9,69212;
75335,6;9,36573;
75509,2;9,04773;
75683,3;8,73799;
75857,8;8,43633;
76032,6;8,14255;
76207,9;7,8564;
76383,6;7,57763;
76559,7;7,306;
76736,1;7,04125;
76913;6,78311;
77090,3;6,53135;
77268,1;6,28571;
77446,2;6,04596;
77624,7;5,81186;
77803,7;5,5832;
77983;5,35977;
78162,8;5,14136;
78343;4,92777;
78523,6;4,71882;
78704,6;4,51433;
78886;4,31414;
79067,9;4,11808;
79250,1;3,926;
79432,8;3,73775;
79615,9;3,5532;
79799,5;3,37221;
79983,4;3,19465;
80167,8;3,02041;
80352,6;2,84936;
80537,8;2,6814;
80723,5;2,51643;
80909,6;2,35435;
81096,1;2,19505;
81283,1;2,03845;
81470,4;1,88447;
81658,2;1,73301;
81846,5;1,58401;
82035,2;1,43738;
82224,3;1,29305;
82413,8;1,15095;
82603,8;1,01102;
82794,2;0,873192;
82985,1;0,737404;
83176,4;0,603597;
83368,1;0,471716;
83560,3;0,341707;
83752,9;0,213517;
83946;0,0870978;
84139,5;-0,0375995;
84333,5;-0,160621;
84527,9;-0,28201;
84722,7;-0,401811;
84918;-0,520063;
85113,8;-0,636807;
85310;-0,752081;
85506,7;-0,865921;
85703,8;-0,978363;
85901,4;-1,08944;
86099,4;-1,19919;
86297,9;-1,30764;
86496,8;-1,41482;
86696,2;-1,52076;
86896;-1,62549;
87096,4;-1,72904;
87297,1;-1,83143;
87498,4;-1,93269;
87700,1;-2,03285;
87902,3;-2,13193;
88104,9;-2,22996;
88308;-2,32695;
88511,6;-2,42292;
88715,6;-2,51791;
88920,1;-2,61193;
89125,1;-2,705;
89330,5;-2,79714;
89536,5;-2,88837;
89742,9;-2,97871;
89949,8;-3,06817;
90157,1;-3,15678;
90364,9;-3,24454;
90573,3;-3,33148;
90782,1;-3,41762;
90991,3;-3,50296;
91201,1;-3,58753;
91411,3;-3,67133;
91622;-3,75438;
91833,3;-3,8367;
92045;-3,9183;
92257,1;-3,99919;
92469,8;-4,07938;
92683;-4,1589;
92896,6;-4,23774;
93110,8;-4,31592;
93325,4;-4,39346;
93540,6;-4,47036;
93756,2;-4,54663;
93972,3;-4,62229;
94189;-4,69735;
94406,1;-4,77181;
94623,7;-4,84569;
94841,8;-4,919;
95060,5;-4,99174;
95279,6;-5,06392;
95499,3;-5,13556;
95719,4;-5,20666;
95940,1;-5,27724;
96161,2;-5,34729;
96382,9;-5,41683;
96605,1;-5,48586;
96827,8;-5,5544;
97051;-5,62245;
97274,7;-5,69001;
97499;-5,75711;
97723,7;-5,82373;
97949;-5,8899;
98174,8;-5,95561;
98401,1;-6,02088;
98627,9;-6,0857;
98855,3;-6,1501;
99083,2;-6,21406;
99311,6;-6,27761;
99540,5;-6,34074;
99770;-6,40346;
100000;-6,46578;
100231;-6,5277;
100462;-6,58923;
100693;-6,65037;
100925;-6,71113;
101158;-6,77151;
101391;-6,83153;
101625;-6,89118;
101859;-6,95047;
102094;-7,0094;
102329;-7,06798;
102565;-7,12621;
102802;-7,1841;
103039;-7,24166;
103276;-7,29888;
103514;-7,35577;
103753;-7,41234;
103992;-7,46859;
104232;-7,52452;
104472;-7,58014;
104713;-7,63545;
104954;-7,69045;
105196;-7,74516;
105439;-7,79957;
105682;-7,85368;
105925;-7,90751;
106170;-7,96104;
106414;-8,0143;
106660;-8,06728;
106905;-8,11998;
107152;-8,17241;
107399;-8,22457;
107647;-8,27646;
107895;-8,32809;
108143;-8,37946;
108393;-8,43057;
108643;-8,48143;
108893;-8,53204;
109144;-8,5824;
109396;-8,63251;
109648;-8,68238;
109901;-8,73201;
110154;-8,78141;
110408;-8,83057;
110662;-8,8795;
110917;-8,9282;
111173;-8,97667;
111429;-9,02492;
111686;-9,07294;
111944;-9,12075;
112202;-9,16834;
112460;-9,21572;
112720;-9,26288;
112980;-9,30983;
113240;-9,35658;
113501;-9,40312;
113763;-9,44946;
114025;-9,49559;
114288;-9,54153;
114551;-9,58727;
114815;-9,63281;
115080;-9,67817;
115345;-9,72333;
115611;-9,7683;
115878;-9,81308;
116145;-9,85768;
116413;-9,9021;
116681;-9,94633;
116950;-9,99039;
117220;-10,0343;
117490;-10,078;
117761;-10,1215;
118032;-10,1648;
118304;-10,208;
118577;-10,251;
118850;-10,2939;
119124;-10,3366;
119399;-10,3791;
119674;-10,4214;
119950;-10,4636;
120226;-10,5057;
120504;-10,5475;
120781;-10,5893;
121060;-10,6308;
121339;-10,6722;
121619;-10,7135;
121899;-10,7546;
122180;-10,7956;
122462;-10,8364;
122744;-10,877;
123027;-10,9175;
123310;-10,9579;
123595;-10,9982;
123880;-11,0382;
124165;-11,0782;
124451;-11,118;
124738;-11,1577;
125026;-11,1972;
125314;-11,2366;
125603;-11,2759;
125893;-11,315;
126183;-11,354;
126474;-11,3929;
126765;-11,4317;
127057;-11,4703;
127350;-11,5088;
127644;-11,5471;
127938;-11,5854;
128233;-11,6235;
128529;-11,6615;
128825;-11,6994;
129122;-11,7371;
129420;-11,7747;
129718;-11,8123;
130017;-11,8497;
130317;-11,8869;
130617;-11,9241;
130918;-11,9612;
131220;-11,9981;
131522;-12,0349;
131826;-12,0716;
132130;-12,1082;
132434;-12,1447;
132739;-12,1811;
133045;-12,2174;
133352;-12,2536;
133660;-12,2896;
133968;-12,3256;
134276;-12,3615;
134586;-12,3972;
134896;-12,4329;
135207;-12,4684;
135519;-12,5039;
135831;-12,5392;
136144;-12,5745;
136458;-12,6096;
136773;-12,6447;
137088;-12,6796;
137404;-12,7145;
137721;-12,7492;
138038;-12,7839;
138357;-12,8185;
138676;-12,853;
138995;-12,8874;
139316;-12,9217;
139637;-12,9559;
139959;-12,99;
140281;-13,024;
140605;-13,0579;
140929;-13,0918;
141254;-13,1256;
141579;-13,1592;
141906;-13,1928;
142233;-13,2263;
142561;-13,2597;
142889;-13,2931;
143219;-13,3263;
143549;-13,3595;
143880;-13,3926;
144212;-13,4256;
144544;-13,4585;
144877;-13,4913;
145211;-13,5241;
145546;-13,5568;
145881;-13,5894;
146218;-13,6219;
146555;-13,6544;
146893;-13,6867;
147231;-13,719;
147571;-13,7512;
147911;-13,7834;
148252;-13,8154;
148594;-13,8474;
148936;-13,8794;
149279;-13,9112;
149624;-13,943;
149968;-13,9747;
150314;-14,0063;
150661;-14,0379;
151008;-14,0693;
151356;-14,1008;
151705;-14,1321;
152055;-14,1634;
152405;-14,1946;
152757;-14,2257;
153109;-14,2568;
153462;-14,2878;
153815;-14,3188;
154170;-14,3496;
154525;-14,3804;
154882;-14,4112;
155239;-14,4419;
155597;-14,4725;
155955;-14,503;
156315;-14,5335;
156675;-14,5639;
157036;-14,5943;
157398;-14,6246;
157761;-14,6548;
158125;-14,685;
158489;-14,7151;
158855;-14,7451;
159221;-14,7751;
159588;-14,8051;
159956;-14,8349;
160325;-14,8648;
160694;-14,8945;
161065;-14,9242;
161436;-14,9538;
161808;-14,9834;
162181;-15,0129;
162555;-15,0424;
162930;-15,0718;
163305;-15,1012;
163682;-15,1305;
164059;-15,1597;
164437;-15,1889;
164816;-15,218;
165196;-15,2471;
165577;-15,2761;
165959;-15,3051;
166341;-15,334;
166725;-15,3629;
167109;-15,3917;
167494;-15,4205;
167880;-15,4492;
168267;-15,4779;
168655;-15,5065;
169044;-15,535;
169434;-15,5635;
169824;-15,592;
170216;-15,6204;
170608;-15,6487;
171002;-15,6771;
171396;-15,7053;
171791;-15,7335;
172187;-15,7617;
172584;-15,7898;
172982;-15,8179;
173380;-15,8459;
173780;-15,8739;
174181;-15,9018;
174582;-15,9297;
174985;-15,9575;
175388;-15,9853;
175792;-16,013;
176198;-16,0407;
176604;-16,0684;
177011;-16,096;
177419;-16,1235;
177828;-16,1511;
178238;-16,1785;
178649;-16,206;
179061;-16,2333;
179473;-16,2607;
179887;-16,288;
180302;-16,3152;
180717;-16,3425;
181134;-16,3696;
181552;-16,3968;
181970;-16,4238;
182390;-16,4509;
182810;-16,4779;
183231;-16,5049;
183654;-16,5318;
184077;-16,5587;
184502;-16,5855;
184927;-16,6123;
185353;-16,6391;
185780;-16,6658;
186209;-16,6925;
186638;-16,7191;
187068;-16,7457;
187499;-16,7723;
187932;-16,7988;
188365;-16,8253;
188799;-16,8518;
189234;-16,8782;
189671;-16,9046;
190108;-16,9309;
190546;-16,9572;
190985;-16,9835;
191426;-17,0097;
191867;-17,0359;
192309;-17,0621;
192752;-17,0882;
193197;-17,1143;
193642;-17,1403;
194089;-17,1663;
194536;-17,1923;
194984;-17,2183;
195434;-17,2442;
195884;-17,27;
196336;-17,2959;
196789;-17,3217;
197242;-17,3475;
197697;-17,3732;
198153;-17,3989;
198609;-17,4246;
199067;-17,4502;
199526;-17,4758;
199986;-17,5014;
200447;-17,5269;
200909;-17,5524;
201372;-17,5779;
201837;-17,6033;
202302;-17,6288;
202768;-17,6541;
203236;-17,6795;
203704;-17,7048;
204174;-17,7301;
204644;-17,7553;
205116;-17,7805;
205589;-17,8057;
206063;-17,8309;
206538;-17,856;
207014;-17,8811;
207491;-17,9062;
207970;-17,9312;
208449;-17,9562;
208930;-17,9812;
209411;-18,0061;
209894;-18,0311;
210378;-18,056;
210863;-18,0808;
211349;-18,1056;
211836;-18,1304;
212324;-18,1552;
212814;-18,18;
213304;-18,2047;
213796;-18,2294;
214289;-18,254;
214783;-18,2786;
215278;-18,3033;
215774;-18,3278;
216272;-18,3524;
216770;-18,3769;
217270;-18,4014;
217771;-18,4259;
218273;-18,4503;
218776;-18,4747;
219280;-18,4991;
219786;-18,5234;
220293;-18,5478;
220800;-18,5721;
221309;-18,5964;
221820;-18,6206;
222331;-18,6448;
222844;-18,669;
223357;-18,6932;
223872;-18,7174;
224388;-18,7415;
224905;-18,7656;
225424;-18,7897;
225944;-18,8137;
226464;-18,8377;
226986;-18,8617;
227510;-18,8857;
228034;-18,9097;
228560;-18,9336;
229087;-18,9575;
229615;-18,9814;
230144;-19,0052;
230675;-19,029;
231206;-19,0528;
231739;-19,0766;
232274;-19,1004;
232809;-19,1241;
233346;-19,1478;
233884;-19,1715;
234423;-19,1952;
234963;-19,2188;
235505;-19,2424;
236048;-19,266;
236592;-19,2896;
237137;-19,3131;
237684;-19,3367;
238232;-19,3602;
238781;-19,3836;
239332;-19,4071;
239883;-19,4305;
240436;-19,454;
240991;-19,4773;
241546;-19,5007;
242103;-19,5241;
242661;-19,5474;
243220;-19,5707;
243781;-19,594;
244343;-19,6172;
244906;-19,6405;
245471;-19,6637;
246037;-19,6869;
246604;-19,7101;
247172;-19,7332;
247742;-19,7563;
248313;-19,7795;
248886;-19,8026;
249459;-19,8256;
250035;-19,8487;
250611;-19,8717;
251189;-19,8947;
251768;-19,9177;
252348;-19,9407;
252930;-19,9636;
253513;-19,9866;
254097;-20,0095;
254683;-20,0324;
255270;-20,0552;
255859;-20,0781;
256448;-20,1009;
257040;-20,1237;
257632;-20,1465;
258226;-20,1693;
258821;-20,192;
259418;-20,2148;
260016;-20,2375;
260615;-20,2602;
261216;-20,2829;
261818;-20,3055;
262422;-20,3282;
263027;-20,3508;
263633;-20,3734;
264241;-20,396;
264850;-20,4185;
265461;-20,4411;
266073;-20,4636;
266686;-20,4861;
267301;-20,5086;
267917;-20,5311;
268534;-20,5535;
269153;-20,5759;
269774;-20,5984;
270396;-20,6208;
271019;-20,6431;
271644;-20,6655;
272270;-20,6879;
272898;-20,7102;
273527;-20,7325;
274157;-20,7548;
274789;-20,7771;
275423;-20,7993;
276058;-20,8216;
276694;-20,8438;
277332;-20,866;
277971;-20,8882;
278612;-20,9104;
279254;-20,9325;
279898;-20,9547;
280543;-20,9768;
281190;-20,9989;
281838;-21,021;
282488;-21,043;
283139;-21,0651;
283792;-21,0871;
284446;-21,1092;
285102;-21,1312;
285759;-21,1531;
286418;-21,1751;
287078;-21,1971;
287740;-21,219;
288403;-21,2409;
289068;-21,2628;
289734;-21,2847;
290402;-21,3066;
291072;-21,3285;
291743;-21,3503;
292415;-21,3721;
293089;-21,3939;
293765;-21,4157;
294442;-21,4375;
295121;-21,4593;
295801;-21,481;
296483;-21,5028;
297167;-21,5245;
297852;-21,5462;
298538;-21,5679;
299226;-21,5895;
299916;-21,6112;
300608;-21,6328;
301301;-21,6545;
301995;-21,6761;
302691;-21,6977;
303389;-21,7192;
304089;-21,7408;
304789;-21,7623;
305492;-21,7839;
306196;-21,8054;
306902;-21,8269;
307610;-21,8484;
308319;-21,8699;
309030;-21,8913;
309742;-21,9128;
310456;-21,9342;
311172;-21,9556;
311889;-21,977;
312608;-21,9984;
313329;-22,0198;
314051;-22,0411;
314775;-22,0625;
315500;-22,0838;
316228;-22,1051;
316957;-22,1264;
317687;-22,1477;
318420;-22,1689;
319154;-22,1902;
319890;-22,2114;
320627;-22,2327;
321366;-22,2539;
322107;-22,2751;
322849;-22,2963;
323594;-22,3174;
324340;-22,3386;
325087;-22,3597;
325837;-22,3809;
326588;-22,402;
327341;-22,4231;
328095;-22,4442;
328852;-22,4652;
329610;-22,4863;
330370;-22,5073;
331131;-22,5284;
331894;-22,5494;
332660;-22,5704;
333426;-22,5914;
334195;-22,6124;
334965;-22,6333;
335738;-22,6543;
336512;-22,6752;
337287;-22,6961;
338065;-22,717;
338844;-22,7379;
339625;-22,7588;
340408;-22,7797;
341193;-22,8005;
341979;-22,8214;
342768;-22,8422;
343558;-22,863;
344350;-22,8838;
345144;-22,9046;
345939;-22,9254;
346737;-22,9462;
347536;-22,9669;
348337;-22,9876;
349140;-23,0084;
349945;-23,0291;
350752;-23,0498;
351560;-23,0704;
352371;-23,0911;
353183;-23,1118;
353997;-23,1324;
354813;-23,1531;
355631;-23,1737;
356451;-23,1943;
357273;-23,2149;
358096;-23,2355;
358922;-23,256;
359749;-23,2766;
360579;-23,2971;
361410;-23,3176;
362243;-23,3382;
363078;-23,3587;
363915;-23,3792;
364754;-23,3996;
365595;-23,4201;
366438;-23,4405;
367282;-23,461;
368129;-23,4814;
368978;-23,5018;
369828;-23,5222;
370681;-23,5426;
371535;-23,563;
372392;-23,5834;
373250;-23,6037;
374111;-23,624;
374973;-23,6444;
375837;-23,6647;
376704;-23,685;
377572;-23,7053;
378443;-23,7256;
379315;-23,7458;
380189;-23,7661;
381066;-23,7863;
381944;-23,8065;
382825;-23,8267;
383707;-23,8469;
384592;-23,8671;
385478;-23,8873;
386367;-23,9075;
387258;-23,9276;
388150;-23,9478;
389045;-23,9679;
389942;-23,988;
390841;-24,0081;
391742;-24,0282;
392645;-24,0483;
393550;-24,0683;
394457;-24,0884;
395367;-24,1084;
396278;-24,1285;
397192;-24,1485;
398107;-24,1685;
399025;-24,1885;
399945;-24,2085;
400867;-24,2284;
401791;-24,2484;
402717;-24,2683;
403645;-24,2883;
404576;-24,3082;
405509;-24,3281;
406443;-24,348;
407380;-24,3679;
408319;-24,3877;
409261;-24,4076;
410204;-24,4274;
411150;-24,4473;
412098;-24,4671;
413048;-24,4869;
414000;-24,5067;
414954;-24,5265;
415911;-24,5462;
416869;-24,566;
417830;-24,5857;
418794;-24,6055;
419759;-24,6252;
420727;-24,6449;
421697;-24,6646;
422669;-24,6843;
423643;-24,704;
424620;-24,7236;
425598;-24,7433;
426580;-24,7629;
427563;-24,7826;
428549;-24,8022;
429536;-24,8218;
430527;-24,8414;
431519;-24,8609;
432514;-24,8805;
433511;-24,9001;
434510;-24,9196;
435512;-24,9391;
436516;-24,9586;
437522;-24,9782;
438531;-24,9976;
439542;-25,0171;
440555;-25,0366;
441570;-25,0561;
442588;-25,0755;
443609;-25,0949;
444631;-25,1143;
445656;-25,1338;
446684;-25,1532;
447713;-25,1725;
448745;-25,1919;
449780;-25,2113;
450817;-25,2306;
451856;-25,2499;
452898;-25,2693;
453942;-25,2886;
454988;-25,3079;
456037;-25,3272;
457088;-25,3464;
458142;-25,3657;
459198;-25,3849;
460257;-25,4042;
461318;-25,4234;
462381;-25,4426;
463447;-25,4618;
464515;-25,481;
465586;-25,5002;
466659;-25,5193;
467735;-25,5385;
468813;-25,5576;
469894;-25,5768;
470977;-25,5959;
472063;-25,615;
473151;-25,6341;
474242;-25,6531;
475335;-25,6722;
476431;-25,6913;
477529;-25,7103;
478630;-25,7293;
479733;-25,7483;
480839;-25,7673;
481948;-25,7863;
483059;-25,8053;
484172;-25,8243;
485289;-25,8432;
486407;-25,8622;
487528;-25,8811;
488652;-25,9;
489779;-25,9189;
490908;-25,9378;
492040;-25,9567;
493174;-25,9755;
494311;-25,9944;
495450;-26,0132;
496592;-26,0321;
497737;-26,0509;
498884;-26,0697;
500035;-26,0885;
501187;-26,1072;
502343;-26,126;
503501;-26,1448;
504661;-26,1635;
505825;-26,1822;
506991;-26,2009;
508159;-26,2196;
509331;-26,2383;
510505;-26,257;
511682;-26,2757;
512861;-26,2943;
514044;-26,313;
515229;-26,3316;
516416;-26,3502;
517607;-26,3688;
518800;-26,3874;
519996;-26,4059;
521195;-26,4245;
522396;-26,443;
523600;-26,4616;
524807;-26,4801;
526017;-26,4986;
527230;-26,5171;
528445;-26,5356;
529663;-26,5541;
530884;-26,5725;
532108;-26,591;
533335;-26,6094;
534564;-26,6278;
535797;-26,6462;
537032;-26,6646;
538270;-26,683;
539511;-26,7013;
540754;-26,7197;
542001;-26,738;
543250;-26,7563;
544503;-26,7747;
545758;-26,793;
547016;-26,8112;
548277;-26,8295;
549541;-26,8478;
550808;-26,866;
552077;-26,8842;
553350;-26,9025;
554626;-26,9207;
555904;-26,9388;
557186;-26,957;
558470;-26,9752;
